	brain_1	brain_2	brain_3	liver_1	liver_2	liver_3
ENSSSAG00000105652	184.2874	447.278	100.3039	2	6.04745	2.00318
ENSSSAG00000105653	272.658	456.19	624.159	19.3954	20.0163	17.7164
ENSSSAG00000105654	729.282	2702.53	376.585	9.01032	6.00771	10.0493
ENSSSAG00000105658	29	86	39	3	3	6
ENSSSAG00000105659	34.2317	44.6098	111.12	29.3801	20.9973	18.6817
ENSSSAG00000105660	10.374	13.4395	10.2697	6.09994	1.0187	0
ENSSSAG00000105662	17.4063	38.6659	32.1312	6.54195	1.01906	1.17128
ENSSSAG00000105665	155.0163	1155.844	813.8321	60.2435	53.5782	49.618
ENSSSAG00000105666	1153.494461	3008.764012	330.9646429	0	2.01446	4.07513
ENSSSAG00000105668	14	9	38	9	14	6
ENSSSAG00000105670	31	136	56	58	15	30.00004
ENSSSAG00000105671	0	18.26002	0	0	0	0
ENSSSAG00000105672	74.47217	358.6319898	231.7041	77.50108	61.57093	60.93056
ENSSSAG00000105675	123.8566	206.58389	84.0807	12.2372	17.47127	21.18544
ENSSSAG00000105676	173.1508	195.1921	252.053	36.38961	36.869	28.4686
ENSSSAG00000105677	188.27	540.719	192.687	66.1812	38.4093	64.4205
ENSSSAG00000105680	26.2404	50.7729	7.17283	0	0	0
ENSSSAG00000105687	5.16912	9.83147	5.70799	0	2.52604	0
ENSSSAG00000105688	732.58266	1428.31194	777.867514	328.55963	316.29032	221.7286051
ENSSSAG00000105690	134	492	29	0	0	0
ENSSSAG00000105692	484.282	1215.269	257.161	0	2.000000234	0
ENSSSAG00000105694	349.9998	593.014	212.0002	1.00054	2.42394	0
ENSSSAG00000105696	0	0	1.00001	17.0007	9.00042	7.14014
ENSSSAG00000105698	15.6042	69.9688	139.292	7	22	15.7363
ENSSSAG00000105700	56.6085	147.957	79.4339	55.5084	39.3356	40.532
ENSSSAG00000105702	0	0	0	1	0	0
ENSSSAG00000105703	31.3659	74.6602	44.4341	31.0324	20.6522	13.1525
ENSSSAG00000105704	26947.03	29055.96	14561	25	44	42.00003
ENSSSAG00000105705	480	1139.74	516	184	157	162.094
ENSSSAG00000105707	49.3105	36.0384	26.7812	36.2597	17.3519	18.43824
ENSSSAG00000105708	0	0	0	0	0	0
ENSSSAG00000105713	1.37948	4.46837	1.49974	5.77883	4.24706	2.47182
ENSSSAG00000105715	0	0	0	0	0	0
ENSSSAG00000105717	922	14225.6	341	4	3	5
ENSSSAG00000105718	3281.56	3877.5	2313.29	11.5923	1.98591	43.3018
ENSSSAG00000105720	15.867	32.0126	20.4004828	8	2.03379	17.45485
ENSSSAG00000105721	914.10321	1828.83027	2087.2249	2206.09782	1936.47468	1595.23334
ENSSSAG00000105726	5	37	9	0	0	0
ENSSSAG00000105729	169.00008	483.151	143.00002	44	42	49.04032
ENSSSAG00000105730	80.8322	211.166	81.1139	40.3909	50.3902	42.3669
ENSSSAG00000105732	0	0	0	0	0	0
ENSSSAG00000105738	0	4	2	152.113	236.955	60.9386
ENSSSAG00000105740	362.479545	595.06058	143.5872	9.47786	16.44244	1.0778
ENSSSAG00000105741	159.892	949.291	123.592	1	3	4
ENSSSAG00000105743	484.9579	1063.9831	456.7127	15.73025	15.261258	22.45784
ENSSSAG00000105744	564.98896	1522.58474	406.91	106.438	173.90654	125.35832
ENSSSAG00000105747	159.763	394.057	173.394	37.6601	33.1558	34
ENSSSAG00000105748	161.235	552.434	225.124	96.5398	75.3569	71.7867
ENSSSAG00000105752	2.82139	12.5132	2.27923	0	1	1.0035
ENSSSAG00000105753	281.1959	586.671	733.5807	1118.028	1198.02	1101.149
ENSSSAG00000105758	31.82255152	69.2571	34.21814	11.50663	16.59664	34.3859
ENSSSAG00000105759	532.684	1389.99	782.509	468.855	534.602	438.707
ENSSSAG00000105762	238.1278	693.54933	663.27987	46.7323	41.4633	30.3847
ENSSSAG00000105763	0	9.83075	2.70212	1	0	0
ENSSSAG00000105764	0	0	0	0	0	0
ENSSSAG00000105772	25	17	20	0	1	0
ENSSSAG00000105775	19	36	20	17	20	27
ENSSSAG00000105782	8250.2934	21041.0733	9743.3807	3715.9803	7305.82	3872.12461
ENSSSAG00000105783	3.06482	12.3969	3.1852	1.23204	0.540055	0
ENSSSAG00000105785	191.436	377.41	134.106	4.43343	2.63242	1
ENSSSAG00000105786	239.631	568.162	218.799	101.073	95.6824	69.5893
ENSSSAG00000105787	64.6959	204.338	98.0293	313.165	218.673	176.583
ENSSSAG00000105789	12.3171	33.2998	25.0068	18.0213	18	15
ENSSSAG00000105790	0	0	0	8.94686	8.15361	5.89764
ENSSSAG00000105792	1505.91	3756.69	1329.39	325.663	400.643	291.874
ENSSSAG00000105793	238.9643	408.9187	310.23415	43.36264	32.117	31.4159509
ENSSSAG00000105794	1866.269595	4633.88631	678.0382004	2098.66192	1692.31412	349.084165
ENSSSAG00000105798	86.35802	277.9041	138.9353063	4	1	7
ENSSSAG00000105802	275.439	971.164	291.291	250.624	361.178	248.882
ENSSSAG00000105803	8.94133	32.8391	13.9114	2.09591	3.4906	0
ENSSSAG00000105804	7.65933	27.6906	5.27441	9.16694	4.28281	11.0022
ENSSSAG00000105805	1.26261	0	0	0	0	0
ENSSSAG00000105807	5	14	4	3	7	5
ENSSSAG00000105808	347.63184	1734.1834	437.0833918	152.92142	180.538355	178.9994309
ENSSSAG00000105809	76.2694	272.422	135.867	49.5649	45.5071	59.77
ENSSSAG00000105810	69.7259	151.409	59.5559	55	33	40
ENSSSAG00000105812	49.57341	48.2311	46.3458	7.57099	28.615	13.6275
ENSSSAG00000105813	2.2412	38.1283	0	77.9726	58.9852	91.4154
ENSSSAG00000105814	132	231	75	241	364	279
ENSSSAG00000105816	245.7526553	255.411	236.2864848	250.9711278	88.1849	83.17297
ENSSSAG00000105817	218.6488	534.6338	243.2463	650.768	695.67	570.0269
ENSSSAG00000105818	5.8078	0	0	0	0	0
ENSSSAG00000105821	216.121546	1003.3568	183.2198	10.0503	10.0146	4.19071
ENSSSAG00000105823	0	0	14.7788	17.60346	10.10862	18.2525
ENSSSAG00000105824	3.24085	11.5136	40.4123	12.9322	1.12888	4.96796
ENSSSAG00000105829	0	1	1	0	0	1
ENSSSAG00000105830	566.34	1700.04	674.042	135.844	217.125	233.874
ENSSSAG00000105831	0	2.43847	0	0	0	0
ENSSSAG00000105832	0	0	9.01897	1.11052	0	0
ENSSSAG00000105833	27.4922	62.4501	43.8545	50.5986	38.4022	14.3665
ENSSSAG00000105834	0	0	0	1.00487	0	0
ENSSSAG00000105838	20.3986	14.8226	0	5.21564	0.209515	7.8682
ENSSSAG00000105839	0	6.06506	0	0.678456	0	0
ENSSSAG00000105840	35	54	67	6	6.69608	3
ENSSSAG00000105842	1	2	0	0	0	1.25738
ENSSSAG00000105845	6	8	1	513	649	561
ENSSSAG00000105847	0	124	0	0	1	0
ENSSSAG00000105848	1056.61	2282.95	924.879	224.844	171.379	174.101
ENSSSAG00000105849	78.1837769	144.9866015	195.5465	76.18806	92.7388	63.1069
ENSSSAG00000105852	0	0	0	0	0	0
ENSSSAG00000105854	0	1.2612	0	0	0	0
ENSSSAG00000105855	134	333	86	1	1	1
ENSSSAG00000105856	11	35.0564	8.28641	9	2	4
ENSSSAG00000105857	107.6951	122.11692	164.2463	58.12445	34.57651	36
ENSSSAG00000105859	1456.353	3315.503	1189.154	449.559	504.454	461.294
ENSSSAG00000105861	130.046	110.952	800.039	11.3884	17.1562	8.77308
ENSSSAG00000105862	9.39267	3.26242	7.24263	1474.97	1750.39	1866.97
ENSSSAG00000105864	30.39390006	18.653377	64.6841	31.3820842	20.4976	26.6376489
ENSSSAG00000105865	2272.205	5230.812	835.0654	257.65282	233.065	131.0087
ENSSSAG00000105866	17.99996265	19.99995807	27.99995858	0	2.00000255	0
ENSSSAG00000105867	61.6125	81.47	76.3002	16.2112	18.5867	26.0557
ENSSSAG00000105868	0	1.01466	0	0	3.04295	0
ENSSSAG00000105869	2.13651	8.1828	2.23069	11.2285	19.44025	9.4792
ENSSSAG00000105872	1	3	0	0	0	0
ENSSSAG00000105876	194.55613	756.9001	209.0445992	106.6944206	141.2125622	124.5920523
ENSSSAG00000105877	2.14103	6.62093	5.36008	0	0	0
ENSSSAG00000105878	3221.6696	33491.264	5403.4678	90.12569	151.52469	122.6359
ENSSSAG00000105880	66.79912	197.4484	34.4578	1.01043	2.01637	18.20240006
ENSSSAG00000105883	271	768.01466	297.02074	32	37.00084	40
ENSSSAG00000105884	4.84476	2.3875	4.55481	6.1935	0	1.66012
ENSSSAG00000105886	27	36	63	180	192	137
ENSSSAG00000105888	123.0682	282.60266	56.04678	3.34933	1	3.13132
ENSSSAG00000105890	0	0	0	0	0	0
ENSSSAG00000105896	4330.0037	8737.9984	3261.0026	1547.997	1474.0015	1306.9971
ENSSSAG00000105898	2	8	3	1	0	0
ENSSSAG00000105900	183.89	459.643	189.868	102.402	88.3798	70.2928
ENSSSAG00000105905	114.21164	318.8208	107.2018	28.1308	24.0621	25.06727
ENSSSAG00000105909	2.68066	1.96052	0	0	0	0
ENSSSAG00000105911	11.6978	333.929	8	1	0	0
ENSSSAG00000105913	342.6733	516.2792	269.527042	382.8551	455.6176	423.0775
ENSSSAG00000105914	30.8776	180.2906	62.08	8.4891	48.1361	36.9262
ENSSSAG00000105920	23.0373	51.5613	26.6216	4.476	7.53205	10.8846
ENSSSAG00000105925	1523.63	3151.76	1358.62	627.746	612.271	688.879
ENSSSAG00000105926	0	9.29553	0	3	0	0
ENSSSAG00000105929	0	0	0	0	0	0
ENSSSAG00000105934	21.0861	82.0937	58.295	9	5.04041	13
ENSSSAG00000105935	13.6329	5.12454	2.80448	11.41648	4.10257	0.296225
ENSSSAG00000105938	84.9387	216.7813	118.6644	4.03376	8.0804	17.08563
ENSSSAG00000105939	142.643	317.139	63.2243	2.05441	2.06618	0
ENSSSAG00000105940	23.8331	89.0735	46.2801	11.772	5.81938	9.08533
ENSSSAG00000105944	3998.5	8565.2538	2395.644523	12.77187	14.23138	10.05545
ENSSSAG00000105945	8	4.00593	9.28358	4	3.00555	0
ENSSSAG00000105946	11.5584	5.9873	21.4196	0	0.630659	10.1589
ENSSSAG00000105947	2.01964	4.00181	5	0	0	3.01779
ENSSSAG00000105948	46	204	202.00007	11	5	9.000004
ENSSSAG00000105949	1235.002	2374.885	1285.998	2418.186	3135.002	3494.154
ENSSSAG00000105950	0	1	0	0	0	0
ENSSSAG00000105951	2428.61	5889.71	1737.16	4.11676	3.04878	2.04471
ENSSSAG00000105954	52.15472	222.5993	37.8973	0	0	1
ENSSSAG00000105955	14.8846	58.7459	33.405	13.2836	11.6926	15.2314
ENSSSAG00000105957	56.0444	310.054	80.7483	31.2331	18.9224	14.3245
ENSSSAG00000105958	896.284	2918.0477	956.0549	167.663	199.6312	192.71494
ENSSSAG00000105959	75.9366	369.1603062	133.297	46.3365	37.6114	32.3047
ENSSSAG00000105961	1.27913	6.40355	1.39548	0	0	0
ENSSSAG00000105963	0	0	1.72869	0	0	0
ENSSSAG00000105965	1	1	0	0	0	1
ENSSSAG00000105968	391.216	4906.5148	406.934	128.8733	181.8341	172.2787
ENSSSAG00000105970	475.246	1335.5	718.326	198.697	185	133
ENSSSAG00000105971	0	0	0	0	0	0
ENSSSAG00000105973	122.146	280.6	129.51	56.4398	38.9883	51.949
ENSSSAG00000105975	0	3.95347	11.7647	0	0	1.0736
ENSSSAG00000105976	211.267694	6858.3575	475.9559	2987.39221	3201.75175	2728.0657
ENSSSAG00000105977	112.4704	232.219	298.1721	33	44.00002	44
ENSSSAG00000105982	105.136	316.558	112.222	5.49326	0	5.42167
ENSSSAG00000105984	3801.66	10076.6	7781.5	12827.8	21969.4	21073.1
ENSSSAG00000105985	171.723	297.29	200.86989	5.81967	23.4133194	16.2627
ENSSSAG00000105986	397.682	931.883	282.032	5.97409	7.59276	6.91423
ENSSSAG00000105989	13	1	17	6055.96	3785	5697
ENSSSAG00000105990	7	20	12	1	5	3
ENSSSAG00000105992	160.88	162.425	140.373	541.212	477.716	374.33
ENSSSAG00000105993	110	321	59	0	2	1
ENSSSAG00000105995	546.056	545.394	305.347	14.0014	7.00066	10.001
ENSSSAG00000105999	7.83956	165.392	115.427	0	2	1
ENSSSAG00000106001	47.4641	53.2757	27.9455	17.0825	9.02825	7.17029
ENSSSAG00000106002	16.7474	49.4269	42.2118	10.64836	5.37953	11.2926
ENSSSAG00000106004	118.493672	310.1683	150.04	67.0488	150.1673	70.6605
ENSSSAG00000106005	3	29	8	0	0	0
ENSSSAG00000106011	8.71104	4.80542	6.3916	2	0	2
ENSSSAG00000106012	7968.18	26683.3	6540.747	984.0004	979.9427	980.6749
ENSSSAG00000106013	11.7762	33.0687	24.741	0	6.88085	6.94187
ENSSSAG00000106014	0	0	1.58184	0	0	0
ENSSSAG00000106015	345.585	708.65702	770.214	940.098	1091.57034	1031.19515
ENSSSAG00000106016	5.72722	5.6231847	0	0	4.04675	0
ENSSSAG00000106017	0	2.00452	1	0	0	0
ENSSSAG00000106018	2046.515	5783.639	1736.101	644.2238	433.903	394.5495
ENSSSAG00000106022	6.01717	23.0422	22.0075	0	1.00028	0
ENSSSAG00000106024	1375.375	2364.016	866.644	39.99920311	62.014832	40.05440255
ENSSSAG00000106026	0	0	0	0	0	0
ENSSSAG00000106032	336.79145	559.93223	2120.46171	42.59779	36.7837	23.53261
ENSSSAG00000106033	1	0	0	1.00214	0	0
ENSSSAG00000106034	348	915	280	38	53	37
ENSSSAG00000106036	72.31021	369.6521002	181.9976705	71.13352	129.0638	106.63882
ENSSSAG00000106037	8	11	112.6	0	0	0
ENSSSAG00000106040	52	252.605	30	172	96.8018	123
ENSSSAG00000106042	202.87778	537.36328	212.123982	31.9259	37.12323755	34.07497
ENSSSAG00000106043	14.8389	34.581	16.1143	12.9447	13.341	5.09096
ENSSSAG00000106044	16.74796	24.85353	4.76679	1.02178	1.05063	1.0889
ENSSSAG00000106045	8383.4401	41027.9606	9413.2165	1969.77915	1789.21585	1358.61422
ENSSSAG00000106046	371.137	1031.208	597.902	147.5614	92.6346	102.49
ENSSSAG00000106047	26.2127	0	28.9104	0	0	0
ENSSSAG00000106049	101.258	224.907	57.0553	10.3119	27.8186	13.8986
ENSSSAG00000106050	720.7516	1783.2307	696.1315	129.57124	138.83824	137.6496
ENSSSAG00000106051	189.00007	390.2947	227.7656	168.2316	84.31271	134.8396731
ENSSSAG00000106053	67.9352	326.40883	270.9698	22.426	27.2012	11.8554
ENSSSAG00000106054	0	0	0	0	0	0
ENSSSAG00000106056	3.10443	10.9634	13.6016	6.33373	7.30116	8.20213
ENSSSAG00000106057	0	12	0	0	0	0
ENSSSAG00000106059	406	561	291	138	133	118.624
ENSSSAG00000106060	8.58645	10.4902	15.7373	155.521	149.649	98.7834
ENSSSAG00000106062	320.925	649.112	299.151	156.594	204.124	124.595
ENSSSAG00000106063	0	0	1.05405	1.40757	4.32308	2.41916
ENSSSAG00000106064	292.0612	872.899	630.277	226.688	290.055	208.7007
ENSSSAG00000106065	220.006	809.6	316.0089	25.02899	22.017435	31.32555
ENSSSAG00000106066	5	18	4	0	0	0
ENSSSAG00000106067	363.934	1657.969	283.0003	10.4455	7.45357	11.4834
ENSSSAG00000106070	3.22544	4.52376	0	0	0	0
ENSSSAG00000106072	26.4916	88.41072	25.73053	7.26186158	11.17	14.0718
ENSSSAG00000106074	315.6439	891.023	416.8084	110.1385	59.1338	52.3788
ENSSSAG00000106076	658.803	1798.76	594.099	43.7171	60.9677	63.616
ENSSSAG00000106077	30.7147	67.9254	39.4758	12.0732	14.0053	7.02932
ENSSSAG00000106078	1947	587.613	368	0	0	0
ENSSSAG00000106079	1.00365	1.18494	0	0	0	0
ENSSSAG00000106081	57.4754	108.694	69.3039	14.3565	13.1738	21.4299
ENSSSAG00000106082	25.772	52.2282	31.5493	24.6797	11.7374	12.556
ENSSSAG00000106083	0	8.02718	4.19329	0	0	0
ENSSSAG00000106087	0	14.8633	2.21897	0	3.09807	4.57125
ENSSSAG00000106089	0	3.53584	3.67921	0	6.05559	1.95271
ENSSSAG00000106091	9	4	10	0	1	1
ENSSSAG00000106092	4.57333	2.37876	6.13526	0	0	3.40608
ENSSSAG00000106093	0	3.07177	0	0	0	1.00572
ENSSSAG00000106097	0	0	0	0	0.718228	0
ENSSSAG00000106098	0	0	1.34202	0	0	1
ENSSSAG00000106101	86.21958	130.83085	50.80626	35.5544	36.85093371	24.3133
ENSSSAG00000106103	193	692	193	205	186.62	175
ENSSSAG00000106106	193.74	477.568	303.101	179.004	184.249	213.898
ENSSSAG00000106110	122.19	321.298	161.826	55.7692	76.003	75.922
ENSSSAG00000106111	151.328	257.669	158	9	8	11
ENSSSAG00000106112	0	0	0	0	0	0
ENSSSAG00000106114	52.8412	99.7631	37.23919	21.75052	10.2913	14.57941
ENSSSAG00000106116	47.68227	242.8019	57.54357	53.27114	34.49295	62.60521
ENSSSAG00000106119	976.3609	2937.9867	1493.9247	979.71152	858.609	763.0632394
ENSSSAG00000106121	161.2675	510.2783	157.7174	76.0167	114.2677	126.6063
ENSSSAG00000106122	106	179.8306	55	48.754	24.46270802	21
ENSSSAG00000106123	0	0	0	0	0	0
ENSSSAG00000106124	71.59	105.648	32.9485	0	0	0
ENSSSAG00000106126	12.7915	28.6263	9.5635	19.5913	39.68184	28.2115
ENSSSAG00000106134	39.78469	74.2837	35.70277	13.99782	11.21940002	8
ENSSSAG00000106136	340.34764	732.0796	280.1032	154.10062	159.5544	176.2455
ENSSSAG00000106138	0	0	13	1	0	1
ENSSSAG00000106141	27.0357	49.2279	62.3816	1085.31	660.249	802.555
ENSSSAG00000106143	5	7	10	4	2	5
ENSSSAG00000106144	9.40481	20.90303	12.37943	5.0343	5.34277	2.41482
ENSSSAG00000106146	2	16.3839	5.10936	5.11101	6.11321	2.01814
ENSSSAG00000106147	0	2.32395	2.15854	1.03491	0	0
ENSSSAG00000106149	61.3899	296.663	41.1054	2.06509	0	1.23585
ENSSSAG00000106155	150.99613	740.5129	73.79628	56.9078	59.85108	41.67283
ENSSSAG00000106156	29.0116	25.0033	135	6	12	14.0498
ENSSSAG00000106158	84.8215	166.3771	70.5391	222.634	186.0759	163.5593
ENSSSAG00000106162	1322.69	2604.25	1869.52	38.651	56.4143	35.5715
ENSSSAG00000106164	135.2091	264.91875	224.7772	79.0502	103.668	95.64880286
ENSSSAG00000106165	19.9053	183.438	8.51768	12.9231	22.1782	7.28244
ENSSSAG00000106166	35.5867	93.99557	32.75309	15.50571	30.2592	15.0936
ENSSSAG00000106168	66	161	85	27	27	34
ENSSSAG00000106169	1.00588	4.01312	1.00781	0	0	0
ENSSSAG00000106170	22.8418	51.0144	19.5486	5.02097	11.6141	3.17202
ENSSSAG00000106172	0	1	0.333333	0	2	1.5
ENSSSAG00000106175	6.12435	13.0908	0	0	6.59261	1.71878
ENSSSAG00000106178	158	524.786	199	97	98	83.6343
ENSSSAG00000106180	387.4008	1174.786	362.4155	10	8	2
ENSSSAG00000106181	0	0	0	0	0	0
ENSSSAG00000106182	0	5.53613	3.40424	0	0	0
ENSSSAG00000106184	16	8	18.0000008	0	0	0
ENSSSAG00000106185	21	58.3333	7	1.66667	1	0.333333
ENSSSAG00000106186	4.0416047	4.9184806	4.9326181	8.3297684	3.1324196	0
ENSSSAG00000106187	1129.21	852.79	582.69	7.96272	12.2894	5.02432
ENSSSAG00000106188	0	0	0	1.16696	0	0
ENSSSAG00000106190	16.1891	55.1833	11.9199	11.7729	7.65361	4.97099
ENSSSAG00000106191	25	74	59	0	0	0
ENSSSAG00000106198	9.58036	24.7304	28.7057	10.5683	9.38904	8.02232
ENSSSAG00000106200	297.034796	542.236692	489.1163	154.16976	272.0753041	207.3759701
ENSSSAG00000106202	63.3767	146.3913996	223.3505	53.6581	51.4456	57.3213
ENSSSAG00000106205	99.4254	256.026	73.9608	9.79705	8.63565	7.19341
ENSSSAG00000106206	10.5448	24.9655	12.3664	1.00673	1.58693	0
ENSSSAG00000106209	57.3418	274.743	104.04	59.9568	52.6826	54.6888
ENSSSAG00000106210	1736.279235	8931.392	1215.850348	9.196890011	11	9.578428986
ENSSSAG00000106211	149.933	670.5414	247.4904	17.6188	75.694	45.4759
ENSSSAG00000106213	0	0	0	0	0	0
ENSSSAG00000106214	138.255	541.366	229.527	47.7934	51.882	37.3534
ENSSSAG00000106216	316.362	658.078	211.854	226.013	122.998	207.582
ENSSSAG00000106218	356.808	755.477	264.767	8	3	7
ENSSSAG00000106220	0	6	11	1	1	1
ENSSSAG00000106221	241	525	1055	442	503	805
ENSSSAG00000106222	88.9708	407.725	123.602	64.3957	64.14550006	83.8579
ENSSSAG00000106223	111.159	0	18.9106	9.56243	8.98037	28.3989
ENSSSAG00000106226	522.499	1527.03	364.4548	42.8347	64.2654	26.58672
ENSSSAG00000106228	112.1112	173.1288	77.8583	1.25247	3	3
ENSSSAG00000106231	358.309	799.763	336.667	77.2788	78.7056	77.5608
ENSSSAG00000106232	612.91764	1369.8072	780.0005	33.44376	65.99999	44.16682
ENSSSAG00000106233	56.8822	270.209	25.632	0.0182715	18.6641	1.04875
ENSSSAG00000106234	67.3995	106.95	82.0527	18.9792	20.7215	15.5149
ENSSSAG00000106236	16.7918	77.43666	26.68083	6.33168	9.79531	7.85442
ENSSSAG00000106237	439.7291	622.4191	255.9073	63.6058	53.1105	54.846938
ENSSSAG00000106238	19.00001	76.01291	34.01228	2	0	1
ENSSSAG00000106239	73.9095	106.182	39.0308	0	0	1.96383
ENSSSAG00000106241	38.2097	49.1747	116.517	85.6067	85.8389	30.1512
ENSSSAG00000106244	23.7603	61.4088	15.8157	2.08745	3.13476	7.20305
ENSSSAG00000106245	0	0	0	0	0	0
ENSSSAG00000106246	63	75	197	13	9	14
ENSSSAG00000106248	0	0	0	0	0	0
ENSSSAG00000106249	3.17491	3.0746	6.7023	5.14715	2.0076	1.03076
ENSSSAG00000106254	143.69703	470.279979	107.6796945	43.0439136	37.2144846	26.827657
ENSSSAG00000106256	37.1489	50.1676	17.44151	2	0	5.00712
ENSSSAG00000106257	6.120791534	30.0041	7.09280499	2.05116	2.0032	0
ENSSSAG00000106258	19.51767	70.19594	30.443	12	6.90328	7.4115
ENSSSAG00000106259	418.63417	1189.1702	444.213	443.782	547.388	668.93161
ENSSSAG00000106260	3.22105	6.48025	1.05882	4.30296	3.25481	3.19826
ENSSSAG00000106262	0	0	0	0	0	0
ENSSSAG00000106267	156.416	356.775	205.915	108.588	134.817	104.854
ENSSSAG00000106268	7279.4433	13482.7976	5837.6004	558.879	449.72393	460.02495
ENSSSAG00000106269	17.9185	35.5002	24.2209	5.36736	6.67464	12.8614
ENSSSAG00000106271	961.035	2093.07	529	219	156	165
ENSSSAG00000106272	95.6884	1216.933	176.3245	34.96629	111.6423	34.4746
ENSSSAG00000106273	168.1743	233.3077	287.1633	133.8241	146.12168	136.4322119
ENSSSAG00000106278	242	564	311	124	144	116
ENSSSAG00000106284	188.13306	487.99986	1331.1468	179.00038	180.0018	138.5546201
ENSSSAG00000106285	12	19	12.99995	2	0	3
ENSSSAG00000106287	84.3995	191.4057	103.229461	24.0064	26.1034	31.62714
ENSSSAG00000106288	0.60284	0	0	0	0	0
ENSSSAG00000106290	121	229	208	39	57	38
ENSSSAG00000106292	3	21.99996	8	4	4	3.03123
ENSSSAG00000106294	576.607	2136.817	265.0995	7.09412	5.79104	2.000235
ENSSSAG00000106295	258.41389	524.50847	188.79061	12.01338	5.00102	10.00322
ENSSSAG00000106297	1	0	2	0	0	0
ENSSSAG00000106298	969.262	2159.81	1522.79	358.912	424.476	350.83
ENSSSAG00000106299	1633	4115.64	1094.19	240.514	176.471	175.384
ENSSSAG00000106301	9.06788	13.8302	22.8935	10.7366	6.54038	7.83355
ENSSSAG00000106305	0	0	0	0	0	0
ENSSSAG00000106306	27.0882	31.5039	25.2322	7	0	2
ENSSSAG00000106307	3458.01	10931.1	2218.38	6.88219	17.0206	10.2922
ENSSSAG00000106311	6.3869	18.8548	12.2129	1.00114	3.87819	0
ENSSSAG00000106312	114.653	270.404	149.013	49.4069	55.0458	53.347
ENSSSAG00000106316	1.15021	0	0	1.15536	0	2.23069
ENSSSAG00000106318	82.4539	127.2839501	99	1.00015	3.00035	0
ENSSSAG00000106324	77	213.9998	62.00005	35.99999	28.99997	23
ENSSSAG00000106326	13.9354	18.9617	16.2825	527.142	598.471	401.975
ENSSSAG00000106328	6	11	98.99995	9	8	14
ENSSSAG00000106333	80.55604	164.24739	83.79872	74.56296	55.89383	54.4184
ENSSSAG00000106337	62.4132	67.1789	38.1158	76.4002	39.7322	47.20254
ENSSSAG00000106338	13.2319	23.343	6.65923	7.26878	5.7228	4.7255
ENSSSAG00000106339	4445.9996	9610.0046	3380.5524	1326	1661.00447	1073.99546
ENSSSAG00000106340	501.086	628.137	257.372	3.74531	8.38568	5.06165
ENSSSAG00000106342	24	78.5992	39.5646	2	2.55122	5.38676
ENSSSAG00000106343	363.468	991.968	366.47	9.079	6	8.00055
ENSSSAG00000106345	86.1275	111.4086	94.75928	64.8914	15.89136	27.7732
ENSSSAG00000106346	3.28845	5.62075	5.60378	1.36574	0	2.21289
ENSSSAG00000106347	1257	5208.34	1526	1037	1207	1314
ENSSSAG00000106351	136.098	492.717579	244.5253	327.894	517.202	366.91
ENSSSAG00000106352	447.374	1058.377	639.551	97.7089	96.8541	78.237
ENSSSAG00000106353	619.28551	786.5522164	414.352338	1.00367	3.02384	6.064367
ENSSSAG00000106354	788.256	1712.631	1113.285	437.4947	438.5513	403.7974
ENSSSAG00000106355	131.5755888	501.4400049	156.9035166	18	15.50115	11.79094
ENSSSAG00000106358	3.80138	11.6518	9.77746	4.7528	9.51895	8.23714
ENSSSAG00000106359	4.5685	0	11.609	0	0	2
ENSSSAG00000106361	0	0	0	0	2	0
ENSSSAG00000106363	14.51032	29.7071	3.311932705	0	0	0
ENSSSAG00000106365	0	0	0	0	0	0
ENSSSAG00000106367	0	5.93735	0	0	0	2.09911
ENSSSAG00000106370	147.465	470.73	89.246	2.04181	1.07738	2.11517
ENSSSAG00000106373	118.6758884	351.3817	117.6602	53.1165	70.891	38.60061
ENSSSAG00000106374	4.20083	12.5121	2.14581	1	1	0
ENSSSAG00000106375	0	6.29376	0	0	3.14505	1.51275
ENSSSAG00000106377	10.5027	12.83	14.2893	6.38042	4.70414	4.68878
